ikey,logHenrycc,source
RQEOBXYYEPMCPJ-UHFFFAOYSA-N,7.176091259055681,meta37-model
XWRZWPPSQDHTFU-UHFFFAOYSA-N,0.9138138523837168,meta37-model
LFEHSRSSAGQWNI-UHFFFAOYSA-N,2.397940008672037,meta37-model
DDMOUSALMHHKOS-UHFFFAOYSA-N,-1.720263292497796,GuthrieSolv-reconciled
SECKOSOTZOBWEI-UHFFFAOYSA-N,3.146128035678238,meta37-model
XZMCDFZZKTWFGF-UHFFFAOYSA-N,2.295435541288306,GuthrieSolv-reconciled
MNOJRWOWILAHAV-UHFFFAOYSA-N,5.041392685158225,meta37-model
XXYMSQQCBUKFHE-UHFFFAOYSA-N,6.770852011642144,meta37-model
YMTINGFKWWXKFG-UHFFFAOYSA-N,6.732393759822968,meta37-model
TYEDCFVCFDKSBK-UHFFFAOYSA-N,1.7316560144306683,GuthrieSolv-reconciled
SMNOERSLNYGGOU-UHFFFAOYSA-N,1.5563025007672873,meta37-model
ICTXHFFSOAJUMG-UHFFFAOYSA-N,7.278753600952829,meta37-model
XPDWGBQVDMORPB-UHFFFAOYSA-N,-0.6248586681455304,GuthrieSolv-reconciled
BPQMGSKTAYIVFO-UHFFFAOYSA-N,15.17609125905568,meta37-model
XQABVLBGNWBWIV-UHFFFAOYSA-N,0.0,meta37-model
MXFQRSUWYYSPOC-UHFFFAOYSA-N,4.832508912706237,meta37-model
FSPSELPMWGWDRY-UHFFFAOYSA-N,3.7702298034070343,GuthrieSolv-reconciled
WQAQPCDUOCURKW-UHFFFAOYSA-N,0.6621477484555075,GuthrieSolv-reconciled
YZZVKLJKDFFSFL-UHFFFAOYSA-N,3.497092945630755,GuthrieSolv-reconciled
QMUDLTGWHILKHH-UHFFFAOYSA-N,1.2041199826559248,meta37-model
AFABGHUZZDYHJO-UHFFFAOYSA-N,-1.8664368696845095,GuthrieSolv-reconciled
BCPQALWAROJVLE-UHFFFAOYSA-N,10.03438837292686,GuthrieSolv-reconciled
CKMXAIVXVKGGFM-UHFFFAOYSA-N,4.408147373569807,GuthrieSolv-reconciled
IOQPZZOEVPZRBK-UHFFFAOYSA-N,2.5991226596442636,GuthrieSolv-reconciled
SZIFAVKTNFCBPC-UHFFFAOYSA-N,4.418886525387591,GuthrieSolv-reconciled
SHCRDCOTRILILT-UHFFFAOYSA-N,7.431363764158987,meta37-model
JEYJJJXOFWNEHN-UHFFFAOYSA-N,3.361727836017593,meta37-model
OAPPEBNXKAKQGS-UHFFFAOYSA-N,5.959041392321094,meta37-model
QHMTXANCGGJZRX-UHFFFAOYSA-N,8.913813852383717,meta37-model
PFRFNYYIOSQSDD-UHFFFAOYSA-N,3.204119982655925,meta37-model
VPKQPPJQTZJZDB-UHFFFAOYSA-N,-2.318758762624413,meta37-model
GEWDNTWNSAZUDX-UHFFFAOYSA-N,6.230448921378274,meta37-model
KVWDHTXUZHCGIO-UHFFFAOYSA-N,12.518513939877888,meta37-model
DNXXUUPUQXSUFH-UHFFFAOYSA-N,0.6989700043360189,meta37-model
XSQUKJJJFZCRTK-UHFFFAOYSA-N,9.948402182648525,GuthrieSolv-reconciled
DTSXXSAWQHPLEF-UHFFFAOYSA-N,1.8195439355418688,meta37-model
MRABAEUHTLLEML-UHFFFAOYSA-N,3.973170442708485,GuthrieSolv-reconciled
YXMNEYKMHSBVTD-UHFFFAOYSA-N,5.067183162009232,GuthrieSolv-reconciled
VHHHONWQHHHLTI-UHFFFAOYSA-N,0.9670903329331972,GuthrieSolv-reconciled
QIONYIKHPASLHO-UHFFFAOYSA-N,6.863322860120456,meta37-model
CZHLPWNZCJEPJB-UHFFFAOYSA-N,-3.2043847654414894,GuthrieSolv-reconciled
GJCOSYZMQJWQCA-UHFFFAOYSA-N,3.277025974802604,GuthrieSolv-reconciled
METKIMKYRPQLGS-UHFFFAOYSA-N,7.642550583804247,GuthrieSolv-reconciled
JMRLYMQVSOJHOB-UHFFFAOYSA-N,2.922204424376791,GuthrieSolv-reconciled
VGGPULNMTUAGOK-UHFFFAOYSA-N,1.2615365884749579,GuthrieSolv-reconciled
VEENJGZXVHKXNB-UHFFFAOYSA-N,8.690196080028514,meta37-model
SWMGXKSQWDSBKV-UHFFFAOYSA-N,10.079181246047623,meta37-model
DSNHSQKRULAAEI-UHFFFAOYSA-N,0.4784880716757191,GuthrieSolv-reconciled
MDSPKCWGOVVFJD-UHFFFAOYSA-N,2.71940133089327,GuthrieSolv-reconciled
AJDIFHIHSYVDGP-UHFFFAOYSA-N,-2.735021806437317,GuthrieSolv-reconciled
RRTWEEAEXPZMPY-UHFFFAOYSA-N,0.0,meta37-model
XILPLWOGHPSJBK-UHFFFAOYSA-N,-0.0268721464003013,meta37-model
KFNNIILCVOLYIR-UHFFFAOYSA-N,1.7517881468456433,GuthrieSolv-reconciled
YNPNZTXNASCQKK-UHFFFAOYSA-N,2.809154737572648,GuthrieSolv-reconciled
NBFMTHWVRBOVPE-UHFFFAOYSA-N,2.5318481639952606,GuthrieSolv-reconciled
SMOZJCPUZPHHKQ-UHFFFAOYSA-N,2.7075701760979363,meta37-model
GHTWMHLFFDEYRE-UHFFFAOYSA-N,1.7600572034425257,GuthrieSolv-reconciled
AQXYVFBSOOBBQV-UHFFFAOYSA-N,8.805099061982366,GuthrieSolv-reconciled
QCHSJPKDWOFACC-UHFFFAOYSA-N,3.041392685158225,meta37-model
XQZYPMVTSDWCCE-UHFFFAOYSA-N,4.690196080028514,meta37-model
ABYZYVAIOYICJQ-UHFFFAOYSA-N,2.167163761177987,GuthrieSolv-reconciled
LNRIEBFNWGMXKP-UHFFFAOYSA-N,5.681241237375588,meta37-model
HHMCAJWVGYGUEF-UHFFFAOYSA-N,6.204119982655925,meta37-model
KLGMSAOQDHLCOS-UHFFFAOYSA-N,7.431363764158987,meta37-model
DTAPQAJKAFRNJB-UHFFFAOYSA-N,5.337378115691088,GuthrieSolv-reconciled
GHICCUXQJBDNRN-UHFFFAOYSA-N,2.5889983907763128,GuthrieSolv-reconciled
QYSGYZVSCZSLHT-UHFFFAOYSA-N,-3.1431351568256316,GuthrieSolv-reconciled
BUWXUSLQPDDDSD-UHFFFAOYSA-N,1.2783699778461488,GuthrieSolv-reconciled
DVOODWOZJVJKQR-UHFFFAOYSA-N,5.942510216733385,GuthrieSolv-reconciled
HXGDTGSAIMULJN-UHFFFAOYSA-N,2.240977200604149,GuthrieSolv-reconciled
SGNXVBOIDPPRJJ-UHFFFAOYSA-N,6.568201724066995,meta37-model
JHBKHLUZVFWLAG-UHFFFAOYSA-N,0.9402193459423572,GuthrieSolv-reconciled
DYUWTXWIYMHBQS-UHFFFAOYSA-N,2.9138138523837167,meta37-model
VIHUMJGEWQPWOT-UHFFFAOYSA-N,3.462397997898956,meta37-model
ZPOBHUZRVVTGKB-UHFFFAOYSA-N,2.2050360335610835,GuthrieSolv-reconciled
NSGXIBWMJZWTPY-UHFFFAOYSA-N,-2.5228787452803374,meta37-model
JJYWRQLLQAKNAD-UHFFFAOYSA-N,4.352310062057174,GuthrieSolv-reconciled
HLIAVLHNDJUHFG-UHFFFAOYSA-N,7.041392685158225,meta37-model
CBHPZSADBWMIGE-UHFFFAOYSA-N,2.591064607026499,meta37-model
AKCRQHGQIJBRMN-UHFFFAOYSA-N,3.519975527586999,GuthrieSolv-reconciled
RYAUSSKQMZRMAI-ALOPSCKCSA-N,4.05558526404106,GuthrieSolv-reconciled
HFPZCAJZSCWRBC-UHFFFAOYSA-N,0.42847080467504756,GuthrieSolv-reconciled
ALSTYHKOOCGGFT-UHFFFAOYSA-N,1.724275869600789,meta37-model
JOXIMZWYDAKGHI-UHFFFAOYSA-N,6.944482672150168,meta37-model
WNTRMRXAGJOLCU-UHFFFAOYSA-N,7.991226075692495,meta37-model
WGLLSSPDPJPLOR-UHFFFAOYSA-N,-1.1526704739829332,GuthrieSolv-reconciled
IYRWEQXVUNLMAY-UHFFFAOYSA-N,2.934498451243568,meta37-model
ZKFARSBUEBZZJT-UHFFFAOYSA-N,6.916915463305402,GuthrieSolv-reconciled
OWDLFBLNMPCXSD-UHFFFAOYSA-N,7.5131332540154085,GuthrieSolv-reconciled
NWVVVBRKAWDGAB-UHFFFAOYSA-N,6.013477390019837,GuthrieSolv-reconciled
DCMURXAZTZQAFB-UHFFFAOYSA-N,1.8524097614424628,GuthrieSolv-reconciled
FRCFWPVMFJMNDP-UHFFFAOYSA-N,3.5185139398778875,meta37-model
ZGHQUYZPMWMLBM-UHFFFAOYSA-N,2.151390360763307,GuthrieSolv-reconciled
CSVFWMMPUJDVKH-UHFFFAOYSA-N,3.6020599913279625,meta37-model
GMGWMIJIGUYNAY-UHFFFAOYSA-N,10.799340549453582,meta37-model
LXCFILQKKLGQFO-UHFFFAOYSA-N,6.129150966857118,GuthrieSolv-reconciled
WDECIBYCCFPHNR-UHFFFAOYSA-N,3.6065548238015452,GuthrieSolv-reconciled
HOGMPEULJBVHLZ-UHFFFAOYSA-N,8.342422680822207,meta37-model
SICLLPHPVFCNTJ-UHFFFAOYSA-N,9.556302500767288,meta37-model
MMXKVMNBHPAILY-UHFFFAOYSA-N,1.2522793962539047,GuthrieSolv-reconciled
BPZZWRPHVVDAPT-UHFFFAOYSA-N,12.278753600952829,meta37-model
QZESEQBMSFFHRY-UHFFFAOYSA-N,2.929418925714293,meta37-model
XHXUANMFYXWVNG-UHFFFAOYSA-N,1.462397997898956,meta37-model
GVYLCNUFSHDAAW-UHFFFAOYSA-N,1.4666813650788493,GuthrieSolv-reconciled
BGKIECJVXXHLDP-UHFFFAOYSA-N,3.447158031342219,meta37-model
OTUAOAXZQMCAFS-UHFFFAOYSA-N,7.32179347629076,GuthrieSolv-reconciled
RNVCVTLRINQCPJ-UHFFFAOYSA-N,3.9711926286612407,GuthrieSolv-reconciled
WONHLSYSHMRRGO-UHFFFAOYSA-N,5.9084850188786495,meta37-model
NDDLLTAIKYHPOD-UHFFFAOYSA-N,10.897627091290442,meta37-model
LUNNFBBTEHRYMW-UHFFFAOYSA-N,1.7316560144306683,GuthrieSolv-reconciled
IAKHMKGGTNLKSZ-UHFFFAOYSA-N,15.146128035678238,meta37-model
BTGGSWBKRYMHQK-UHFFFAOYSA-N,-2.567752309648166,GuthrieSolv-reconciled
PECXRRMHOQBOIE-UHFFFAOYSA-N,1.769524317617803,GuthrieSolv-reconciled
BSYJHYLAMMJNRC-UHFFFAOYSA-N,3.397940008672037,meta37-model
WYEHFWKAOXOVJD-UHFFFAOYSA-N,4.779178512638195,GuthrieSolv-reconciled
GZEZIBFVJYNETN-OLQVQODUSA-N,-1.1905928425002106,GuthrieSolv-reconciled
QIQXTHQIDYTFRH-UHFFFAOYSA-N,4.706002432543017,GuthrieSolv-reconciled
KIEDNEWSYUYDSN-UHFFFAOYSA-N,5.703691591343604,GuthrieSolv-reconciled
FCOUHTHQYOMLJT-UHFFFAOYSA-N,2.9138138523837167,meta37-model
DAKWPKUUDNSNPN-UHFFFAOYSA-N,7.612783856719735,meta37-model
GXEKYRXVRROBEV-UHFFFAOYSA-N,13.543057696410825,GuthrieSolv-reconciled
BIISIZOQPWZPPS-UHFFFAOYSA-N,1.5314789170422551,meta37-model
FZFNDUTVMQOPCT-UHFFFAOYSA-N,0.4623979978989561,meta37-model
LZDKZFUFMNSQCJ-UHFFFAOYSA-N,2.512959519666947,GuthrieSolv-reconciled
QCDWFXQBSFUVSP-UHFFFAOYSA-N,5.631571297099758,GuthrieSolv-reconciled
WOZQBERUBLYCEG-UHFFFAOYSA-N,6.301029995663981,meta37-model
OLNTVTPDXPETLC-UHFFFAOYSA-N,15.7481880270062,meta37-model
LNPDTQAFDNKSHK-UHFFFAOYSA-N,9.041392685158224,meta37-model
NWINIEGDLHHNLH-UHFFFAOYSA-N,12.390325829846851,GuthrieSolv-reconciled
TUBQDCKAWGHZPF-UHFFFAOYSA-N,9.57978359661681,meta37-model
RXGUIWHIADMCFC-UHFFFAOYSA-N,1.1834819895554005,GuthrieSolv-reconciled
RZVHIXYEVGDQDX-UHFFFAOYSA-N,5.888924802397867,GuthrieSolv-reconciled
VBZCRMTUDYIWIH-UHFFFAOYSA-N,-2.5874310891161647,GuthrieSolv-reconciled
IKEHOXWJQXIQAG-UHFFFAOYSA-N,4.204119982655925,meta37-model
FHNFHKCVQCLJFQ-UHFFFAOYSA-N,-1.0077059660501122,GuthrieSolv-reconciled
DJYSEQMMCZAKGT-UHFFFAOYSA-N,-2.4201613373657933,GuthrieSolv-reconciled
LTEQMZWBSYACLV-UHFFFAOYSA-N,-0.013536835962158942,GuthrieSolv-reconciled
NUPJIGQFXCQJBK-UHFFFAOYSA-N,16.431363764158988,meta37-model
QYSXJUFSXHHAJI-UHFFFAOYSA-N,2.041392685158225,meta37-model
AFZZYIJIWUTJFO-UHFFFAOYSA-N,0.4208205052997745,GuthrieSolv-reconciled
VPYJNCGUESNPMV-UHFFFAOYSA-N,1.968482948553935,meta37-model
MLUCVPSAIODCQM-NSCUHMNNSA-N,3.0164741403845383,GuthrieSolv-reconciled
LTMHDMANZUZIPE-UHFFFAOYSA-N,24.7160033436348,meta37-model
YNQLUTRBYVCPMQ-UHFFFAOYSA-N,0.5285030655147833,GuthrieSolv-reconciled
QMMFVYPAHWMCMS-UHFFFAOYSA-N,1.0724885089037355,GuthrieSolv-reconciled
UETIKWAWMZLQQZ-UHFFFAOYSA-N,1.71272201813273,GuthrieSolv-reconciled
WCJYTPVNMWIZCG-UHFFFAOYSA-N,5.273834017108706,GuthrieSolv-reconciled
GQYIWUVLTXOXAJ-UHFFFAOYSA-N,8.146128035678238,meta37-model
KETQAJRQOHHATG-UHFFFAOYSA-N,6.763427993562937,meta37-model
RZKSECIXORKHQS-UHFFFAOYSA-N,2.8728933563946195,GuthrieSolv-reconciled
QXPLZEKPCGUWEM-UHFFFAOYSA-N,2.9912260756924947,meta37-model
MWWATHDPGQKSAR-UHFFFAOYSA-N,0.18220983523084772,GuthrieSolv-reconciled
ALDJIKXAHSDLLB-UHFFFAOYSA-N,1.895013002955418,GuthrieSolv-reconciled
BYEAHWXPCBROCE-UHFFFAOYSA-N,2.692359077744029,GuthrieSolv-reconciled
AAHYHBHESZMGBO-UHFFFAOYSA-N,6.371370585889277,GuthrieSolv-reconciled
KIBLCYBDSWFUPC-UHFFFAOYSA-N,6.282631710660042,GuthrieSolv-reconciled
OMPJBNCRMGITSC-UHFFFAOYSA-N,3.845098040014257,meta37-model
WRSMJZYBNIAAEE-UHFFFAOYSA-N,2.322219294733919,meta37-model
JMTRCXPSDMMAGM-UHFFFAOYSA-N,-3.5553888351111276,GuthrieSolv-reconciled
FMWLUWPQPKEARP-UHFFFAOYSA-N,0.9633526662848346,GuthrieSolv-reconciled
VMPITZXILSNTON-UHFFFAOYSA-N,4.3890342102766775,GuthrieSolv-reconciled
VPTDIAYLYJBYQG-UHFFFAOYSA-N,3.278753600952829,meta37-model
DFCAFRGABIXSDS-UHFFFAOYSA-N,3.5329778563846617,GuthrieSolv-reconciled
LUBCGHUOCJOIJA-UHFFFAOYSA-N,0.9138138523837168,meta37-model
BIXZHMJUSMUDOQ-UHFFFAOYSA-N,5.552346031423322,GuthrieSolv-reconciled
HETCEOQFVDFGSY-UHFFFAOYSA-N,1.146128035678238,meta37-model
PVYBHVJTMRRXLG-UHFFFAOYSA-N,2.5485049176360177,GuthrieSolv-reconciled
RMUCZJUITONUFY-UHFFFAOYSA-N,6.857332496431268,meta37-model
JFSPBVWPKOEZCB-UHFFFAOYSA-N,7.564047514915632,GuthrieSolv-reconciled
SIKFMUYSQCEQOO-UHFFFAOYSA-N,-2.597270477348625,GuthrieSolv-reconciled
ASUDFOJKTJLAIK-UHFFFAOYSA-N,4.697922647050378,GuthrieSolv-reconciled
ZMYFCFLJBGAQRS-UHFFFAOYSA-N,9.53786268000493,GuthrieSolv-reconciled
PKXHXOTZMFCXSH-UHFFFAOYSA-N,-1.1213520233438532,GuthrieSolv-reconciled
PODAMDNJNMAKAZ-UHFFFAOYSA-N,-0.5686362358410126,meta37-model
AFYPFACVUDMOHA-UHFFFAOYSA-N,-1.857649936448734,GuthrieSolv-reconciled
AKEJUJNQAAGONA-UHFFFAOYSA-N,0.0,meta37-model
VFLDPWHFBUODDF-UHFFFAOYSA-N,19.54406804435028,meta37-model
YZWGEMSQAMDWEM-UHFFFAOYSA-N,5.301029995663981,meta37-model
CUZKCNWZBXLAJX-UHFFFAOYSA-N,5.229284467894569,GuthrieSolv-reconciled
BTFQKIATRPGRBS-UHFFFAOYSA-N,3.0790839069519507,GuthrieSolv-reconciled
ISAVYTVYFVQUDY-UHFFFAOYSA-N,4.0071126948378355,GuthrieSolv-reconciled
QQODLKZGRKWIFG-UHFFFAOYSA-N,5.030773456639355,GuthrieSolv-reconciled
AKNQMEBLVAMSNZ-UHFFFAOYSA-O,8.2014320750708,GuthrieSolv-reconciled
MYEIDJPOUKASEC-UHFFFAOYSA-N,3.3010299956639813,meta37-model
JXSJBGJIGXNWCI-UHFFFAOYSA-N,6.5841242111158085,GuthrieSolv-reconciled
JAYCNKDKIKZTAF-UHFFFAOYSA-N,1.9317131169255002,GuthrieSolv-reconciled
JSZOAYXJRCEYSX-UHFFFAOYSA-N,2.3748135139920517,GuthrieSolv-reconciled
HPAFOABSQZMTHE-UHFFFAOYSA-N,3.9684829485539352,meta37-model
DLKQHBOKULLWDQ-UHFFFAOYSA-N,1.8740925478727772,GuthrieSolv-reconciled
UVWPNDVAQBNQBG-UHFFFAOYSA-N,-4.958607314841775,meta37-model
ZYNDJIBBPLNPOW-UHFFFAOYSA-N,1.1139433523068367,meta37-model
KFUSEUYYWQURPO-OWOJBTEDSA-N,0.5080040172140486,GuthrieSolv-reconciled
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,5.277854514254487,GuthrieSolv-reconciled
AWZOLILCOUMRDG-UHFFFAOYSA-N,7.3239259345711645,GuthrieSolv-reconciled
DDHYKPKLOQESMN-UHFFFAOYSA-N,2.0857079331608728,GuthrieSolv-reconciled
CLODVDBWNVQLGO-UHFFFAOYSA-N,0.4913616938342727,meta37-model
OTTZHAVKAVGASB-HYXAFXHYSA-N,-1.3968582421789602,GuthrieSolv-reconciled
UQRLKWGPEVNVHT-UHFFFAOYSA-N,4.176091259055681,meta37-model
JRZKNHITLINYHV-UHFFFAOYSA-N,2.3010299956639813,meta37-model
GAPFWGOSHOCNBM-UHFFFAOYSA-N,1.1817174371293382,GuthrieSolv-reconciled
VSZGPKBBMSAYNT-UHFFFAOYSA-N,13.924279286061882,meta37-model
ALQSHHUCVQOPAS-UHFFFAOYSA-N,8.230448921378274,meta37-model
VEDTXTNSFWUXGQ-UHFFFAOYSA-N,4.86898466071736,GuthrieSolv-reconciled
WBTMFEPLVQOWFI-UHFFFAOYSA-N,0.9912260756924948,meta37-model
MJCNKMDTLRSHNK-UHFFFAOYSA-N,3.0,meta37-model
DMLAVOWQYNRWNQ-BUHFOSPRSA-N,3.1510136584141573,GuthrieSolv-reconciled
GKVUDAZMZLMNJQ-UHFFFAOYSA-N,0.0,meta37-model
JNVHSHPAAMRSKK-UHFFFAOYSA-N,3.1760912590556813,meta37-model
RDKSFIZNZGWNLA-UHFFFAOYSA-N,2.1387597439155743,GuthrieSolv-reconciled
DOJZTBGOWIYFAC-UHFFFAOYSA-N,3.041392685158225,meta37-model
XKGDWZQXVZSXAO-UHFFFAOYSA-N,5.230448921378274,meta37-model
MBDNRNMVTZADMQ-UHFFFAOYSA-N,3.755874855672492,meta37-model
VQOFJPFYTCHPTR-UHFFFAOYSA-N,1.8782141714949914,GuthrieSolv-reconciled
IQRUSQUYPCHEKN-UHFFFAOYSA-N,1.0916890549223135,GuthrieSolv-reconciled
PHYFQTYBJUILEZ-UHFFFAOYSA-N,1.3979400086720375,meta37-model
CZDYPVPMEAXLPK-UHFFFAOYSA-N,-2.232196285166272,GuthrieSolv-reconciled
FLXYIZWPNQYPIT-UHFFFAOYSA-N,-0.8041671983304765,GuthrieSolv-reconciled
KXIPYLZZJZMMPD-UHFFFAOYSA-N,2.6593341665767154,GuthrieSolv-reconciled
NFBOHOGPQUYFRF-UHFFFAOYSA-N,2.277229666164773,GuthrieSolv-reconciled
IZMJMCDDWKSTTK-UHFFFAOYSA-N,11.602059991327964,meta37-model
WRXOZRLZDJAYDR-UHFFFAOYSA-N,1.8325089127062364,meta37-model
MUCZHBLJLSDCSD-UHFFFAOYSA-N,3.880813592280792,meta37-model
YQHLDYVWEZKEOX-UHFFFAOYSA-N,4.981651737827964,GuthrieSolv-reconciled
TYIYMOAHACZAMQ-UHFFFAOYSA-N,6.414973347970818,meta37-model
DUEPRVBVGDRKAG-UHFFFAOYSA-N,6.806552428778205,GuthrieSolv-reconciled
QWGRWMMWNDWRQN-UHFFFAOYSA-N,5.041392685158225,meta37-model
DOYJTLUPPPUSMD-UHFFFAOYSA-N,-2.5480735261879075,GuthrieSolv-reconciled
GEYOCULIXLDCMW-UHFFFAOYSA-N,5.3896401131540985,GuthrieSolv-reconciled
PJIFKODHGMUPFH-UHFFFAOYSA-N,-2.6267886360185195,GuthrieSolv-reconciled
QSSXJPIWXQTSIX-UHFFFAOYSA-N,1.0,meta37-model
HFEASCCDHUVYKU-UHFFFAOYSA-N,1.7303609074274102,GuthrieSolv-reconciled
HZJKXKUJVSEEFU-UHFFFAOYSA-N,6.675435443733504,GuthrieSolv-reconciled
ZFXYFBGIUFBOJW-UHFFFAOYSA-N,6.151050798444704,GuthrieSolv-reconciled
IAYPIBMASNFSPL-UHFFFAOYSA-N,2.18068348377658,GuthrieSolv-reconciled
FBWWGYIEJGQWJP-UHFFFAOYSA-N,3.230448921378274,meta37-model
UOVSDUIHNGNMBZ-UHFFFAOYSA-N,0.0,meta37-model
GEPDYQSQVLXLEU-UHFFFAOYSA-N,8.763427993562937,meta37-model
FHJCGIUZJXWNET-UHFFFAOYSA-N,-2.4595189515934095,GuthrieSolv-reconciled
PMHURSZHKKJGBM-UHFFFAOYSA-N,7.104535370427542,GuthrieSolv-reconciled
OTQFXRBLGNEOGH-UHFFFAOYSA-N,2.598696906336024,GuthrieSolv-reconciled
JDSHMPZPIAZGSV-UHFFFAOYSA-N,11.708011965584596,GuthrieSolv-reconciled
HYXITZLLTYIPOF-UHFFFAOYSA-N,6.690196080028514,meta37-model
VEZCTZWLJYWARH-UHFFFAOYSA-N,0.146128035678238,meta37-model
RXRLRYZUMSYVLS-UHFFFAOYSA-N,1.5328545138238407,GuthrieSolv-reconciled
BRLQWZUYTZBJKN-UHFFFAOYSA-N,2.886264766140718,GuthrieSolv-reconciled
AAEVYOVXGOFMJO-UHFFFAOYSA-N,6.526960818362963,GuthrieSolv-reconciled
GQCZPFJGIXHZMB-UHFFFAOYSA-N,3.716003343634799,meta37-model
MYKUKUCHPMASKF-UHFFFAOYSA-N,7.255272505103306,meta37-model
WWNGLKDLYKNGGT-UHFFFAOYSA-N,-2.6267886360185195,GuthrieSolv-reconciled
CTLMCQOGOWNFHA-UHFFFAOYSA-N,2.447158031342219,meta37-model
HQOTYVGQHJAXMM-UHFFFAOYSA-N,0.028363875289289214,GuthrieSolv-reconciled
VEENJGZXVHKXNB-VOTSOKGWSA-N,8.537300170887258,GuthrieSolv-reconciled
ALVPFGSHPUPROW-UHFFFAOYSA-N,1.2628345067816524,GuthrieSolv-reconciled
VIZORQUEIQEFRT-UHFFFAOYSA-N,4.313107861852716,GuthrieSolv-reconciled
UIKROCXWUNQSPJ-UHFFFAOYSA-N,9.869231719730976,meta37-model
FAXWFCTVSHEODL-UHFFFAOYSA-N,5.431363764158987,meta37-model
VLJQDHDVZJXNQL-UHFFFAOYSA-N,2.633468455579586,meta37-model
XDQRWSUJOURTHK-UHFFFAOYSA-N,2.9444826721501687,meta37-model
JRZJOMJEPLMPRA-UHFFFAOYSA-N,-1.5341862942613038,GuthrieSolv-reconciled
UZFLPKAIBPNNCA-UHFFFAOYSA-N,2.7862822613880596,GuthrieSolv-reconciled
UHCLFIWDCYOTOL-UHFFFAOYSA-N,2.298645131972337,GuthrieSolv-reconciled
FZENGILVLUJGJX-UHFFFAOYSA-N,3.612783856719736,meta37-model
LPEKGGXMPWTOCB-UHFFFAOYSA-N,6.4623979978989565,meta37-model
UFULAYFCSOUIOV-UHFFFAOYSA-N,4.832508912706237,meta37-model
TULCXSBAPHCWCF-UHFFFAOYSA-N,2.239459171017296,GuthrieSolv-reconciled
BULLHNJGPPOUOX-UHFFFAOYSA-N,3.042308736337969,GuthrieSolv-reconciled
UBUCNCOMADRQHX-UHFFFAOYSA-N,1.3424226808222062,meta37-model
CXOWYJMDMMMMJO-UHFFFAOYSA-N,-2.1266914579650136,GuthrieSolv-reconciled
WJYIASZWHGOTOU-UHFFFAOYSA-N,2.701896777486932,GuthrieSolv-reconciled
BADFHCOLISGRRW-UHFFFAOYSA-N,-0.0705810742857072,meta37-model
PJVJTCIRVMBVIA-UHFFFAOYSA-N,5.204119982655925,meta37-model
VBZWSGALLODQNC-UHFFFAOYSA-N,0.9030899869919436,meta37-model
ZKNHDJMXIUOHLX-UHFFFAOYSA-N,0.255272505103306,meta37-model
UUIVKBHZENILKB-UHFFFAOYSA-N,6.113943352306837,meta37-model
BBAWEDCPNXPBQM-UHFFFAOYSA-N,28.49136169383427,meta37-model
DUBNHZYBDBBJHD-UHFFFAOYSA-L,7.551278297631934,GuthrieSolv-reconciled
VIKNJXKGJWUCNN-UHFFFAOYSA-N,7.623249290397901,meta37-model
WJQOZHYUIDYNHM-UHFFFAOYSA-N,5.677400463124348,GuthrieSolv-reconciled
YHRUOJUYPBUZOS-UHFFFAOYSA-N,1.327912396755761,GuthrieSolv-reconciled
KOKPBCHLPVDQTK-UHFFFAOYSA-N,4.045798098476974,GuthrieSolv-reconciled
XQTJZNGNEJLXTR-UHFFFAOYSA-N,5.301029995663981,meta37-model
JMRDKKYZLXDPLN-UHFFFAOYSA-N,3.0,meta37-model
CZRVDACSCJKRFL-UHFFFAOYSA-N,12.230448921378274,meta37-model
OTISWHNJCUMBFI-UHFFFAOYSA-N,3.380211241711606,meta37-model
NWSIFTLPLKCTSX-UHFFFAOYSA-N,3.216539151846085,GuthrieSolv-reconciled
LDCRTTXIJACKKU-ARJAWSKDSA-N,4.472532355196973,GuthrieSolv-reconciled
RDOWQLZANAYVLL-UHFFFAOYSA-N,6.015238080807837,GuthrieSolv-reconciled
XJMMNTGIMDZPMU-UHFFFAOYSA-N,9.267119921586502,GuthrieSolv-reconciled
QPJVMBTYPHYUOC-UHFFFAOYSA-N,3.045534667488753,GuthrieSolv-reconciled
MLRVZFYXUZQSRU-UHFFFAOYSA-N,-0.047746714463625856,GuthrieSolv-reconciled
DFBKLUNHFCTMDC-UHFFFAOYSA-N,3.591064607026499,meta37-model
PFHLGQKVKALLMD-UHFFFAOYSA-N,3.278753600952829,meta37-model
CXHFIVFPHDGZIS-UHFFFAOYSA-N,-2.657577319177794,meta37-model
FZIIBDOXPQOKBP-UHFFFAOYSA-N,2.462397997898956,meta37-model
WLHCBQAPPJAULW-UHFFFAOYSA-N,1.8325089127062364,meta37-model
KFPBGJYBKSQIAI-UHFFFAOYSA-N,4.278753600952829,meta37-model
ODCWYMIRDDJXKW-UHFFFAOYSA-N,7.182392042880193,GuthrieSolv-reconciled
SDDBCEWUYXVGCQ-UHFFFAOYSA-N,1.8136626937350662,GuthrieSolv-reconciled
OHSMKBPEDBXYDU-UHFFFAOYSA-N,3.397940008672037,meta37-model
NDVWOBYBJYUSMF-UHFFFAOYSA-N,3.4612113371990207,GuthrieSolv-reconciled
CRUILBNAQILVHZ-UHFFFAOYSA-N,3.899456517531307,GuthrieSolv-reconciled
OORLZFUTLGXMEF-UHFFFAOYSA-N,10.57978359661681,meta37-model
